path,narration,gender
/project2/adukia/miie/text_analysis/data/gv_clean_counts/americas/2000/2005_americas_commended_carlson.txt,1,female
/project2/adukia/miie/text_analysis/data/gv_clean_counts/arab/2000/2007_arab_winner_khalidi.txt,1,male
/project2/adukia/miie/text_analysis/data/gv_clean_counts/bloomer_nf/2010/2014_bloomer_nf_winner_abdi.txt,1,female
/project2/adukia/miie/text_analysis/data/gv_clean_counts/newbery_ia/1940/1947_newbery_honor_barnes.txt,0,female
/project2/adukia/miie/text_analysis/data/gv_clean_counts/americas/1990/1995_americas_winner_temple.txt,0,male
